id_x,id_cliente,fecha,subtotal,iva,descuento,estado_x,id_factura,id_producto,cantidad,precio_unitario,id_y,nombre_x,apellido,correo,telefono,tipo,estado_y,id,nombre_y,descripcion,precio,stock,estado,total_detalle,total_factura,agno_mes,agno,mes,nombre_cliente
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,10,2,48.89,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,10,Paso,Deseo político ésta cosas comunidad sectores frente.,48.89,176,Agotado,97.78,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,58,9,312.08,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,58,Manos,Llamado cabeza datos cuando mirada carlos.,312.08,88,Agotado,2808.72,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,167,10,275.76,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,167,Antonio,Éste calidad encuentran.,275.76,90,Agotado,2757.6,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,166,6,308.83,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,166,Deja,Favor negro siete gobierno construcción estuvo quiere éste.,308.83,67,Agotado,1852.98,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,62,5,81.23,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,62,Quien,Humana único el electoral equipo.,81.23,334,Disponible,406.15000000000003,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,86,6,80.5,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,86,Nuestra,Habla relación unión familia trata medidas nuevo.,80.5,209,Agotado,483.0,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
11,272,2025-07-01,739.23,155.24,40.29,Pagada,11,150,9,429.36,272,Francisco Javier,Llanos,febeherrero@example.org,+34928 399 657,Regular,Inactivo,150,Falta,Trabajo entonces derechos sector quien parecía él.,429.36,306,Disponible,3864.2400000000002,12270.470000000001,2025-07,2025,7,Francisco Javier Llanos
12,172,2026-01-16,772.54,162.23,31.74,Pagada,12,11,7,152.94,172,Lorenza,Perera,milagros33@example.net,+34878 22 97 53,VIP,Activo,11,Muerte,Programas largo destino señor militar base.,152.94,406,Disponible,1070.58,6806.21,2026-01,2026,1,Lorenza Perera
12,172,2026-01-16,772.54,162.23,31.74,Pagada,12,91,5,206.95,172,Lorenza,Perera,milagros33@example.net,+34878 22 97 53,VIP,Activo,91,España,Industria estoy hora gonzález madre.,206.95,474,Disponible,1034.75,6806.21,2026-01,2026,1,Lorenza Perera
12,172,2026-01-16,772.54,162.23,31.74,Pagada,12,77,9,369.38,172,Lorenza,Perera,milagros33@example.net,+34878 22 97 53,VIP,Activo,77,He,García blanco ni imágenes quien.,369.38,498,Agotado,3324.42,6806.21,2026-01,2026,1,Lorenza Perera
12,172,2026-01-16,772.54,162.23,31.74,Pagada,12,11,9,152.94,172,Lorenza,Perera,milagros33@example.net,+34878 22 97 53,VIP,Activo,11,Muerte,Programas largo destino señor militar base.,152.94,406,Disponible,1376.46,6806.21,2026-01,2026,1,Lorenza Perera
13,248,2025-09-16,635.43,133.44,5.94,Pendiente,13,26,8,234.97,248,Valentina,Garriga,franciscallobet@example.org,+34987252660,Premium,Inactivo,26,Sabe,Encima ciencia deja.,234.97,269,Disponible,1879.76,4103.78,2025-09,2025,9,Valentina Garriga
13,248,2025-09-16,635.43,133.44,5.94,Pendiente,13,47,2,229.59,248,Valentina,Garriga,franciscallobet@example.org,+34987252660,Premium,Inactivo,47,Les,Económica organización mil efectos.,229.59,450,Disponible,459.18,4103.78,2025-09,2025,9,Valentina Garriga
13,248,2025-09-16,635.43,133.44,5.94,Pendiente,13,190,1,31.8,248,Valentina,Garriga,franciscallobet@example.org,+34987252660,Premium,Inactivo,190,Artículo,Uno personas cine.,31.8,335,Agotado,31.8,4103.78,2025-09,2025,9,Valentina Garriga
13,248,2025-09-16,635.43,133.44,5.94,Pendiente,13,191,8,216.63,248,Valentina,Garriga,franciscallobet@example.org,+34987252660,Premium,Inactivo,191,Están,Radio creo paz trabajar allá entrar servicios derecha.,216.63,91,Disponible,1733.04,4103.78,2025-09,2025,9,Valentina Garriga
14,53,2025-06-13,801.93,168.41,84.52,Cancelada,14,127,5,320.69,53,Jenaro,Almansa,liliana34@example.net,+34983 104 132,Premium,Activo,127,Bastante,Actividad televisión pablo medios.,320.69,246,Disponible,1603.45,1603.45,2025-06,2025,6,Jenaro Almansa
15,210,2025-12-20,1339.23,281.24,39.24,Pagada,15,107,4,271.15,210,Plinio dario,Vega,Pvega@example.com,+34820 37 73 47,Premium,Activo,107,Proyecto,Sabía papel blanco encuentran régimen particular.,271.15,154,Agotado,1084.6,5553.23,2025-12,2025,12,Plinio dario Vega
15,210,2025-12-20,1339.23,281.24,39.24,Pagada,15,160,1,90.09,210,Plinio dario,Vega,Pvega@example.com,+34820 37 73 47,Premium,Activo,160,Sala,Largo puso situación noche operación calle.,90.09,148,Agotado,90.09,5553.23,2025-12,2025,12,Plinio dario Vega
15,210,2025-12-20,1339.23,281.24,39.24,Pagada,15,15,5,244.67,210,Plinio dario,Vega,Pvega@example.com,+34820 37 73 47,Premium,Activo,15,Existencia,Civil eran unos asociación consumo torno.,244.67,242,Agotado,1223.35,5553.23,2025-12,2025,12,Plinio dario Vega
15,210,2025-12-20,1339.23,281.24,39.24,Pagada,15,57,3,483.92,210,Plinio dario,Vega,Pvega@example.com,+34820 37 73 47,Premium,Activo,57,Diferentes,Marco común otras.,483.92,269,Agotado,1451.76,5553.23,2025-12,2025,12,Plinio dario Vega
15,210,2025-12-20,1339.23,281.24,39.24,Pagada,15,161,9,189.27,210,Plinio dario,Vega,Pvega@example.com,+34820 37 73 47,Premium,Activo,161,Cuales,Vía sola valores entrar capacidad chile últimos.,189.27,468,Agotado,1703.43,5553.23,2025-12,2025,12,Plinio dario Vega
16,265,2025-08-24,144.22,30.29,16.17,Cancelada,16,39,7,70.4,265,Tristán,Báez,melchor01@example.org,+34886217206,VIP,Activo,39,Aquella,Misma dio período millones.,70.4,19,Agotado,492.80000000000007,3535.34,2025-08,2025,8,Tristán Báez
16,265,2025-08-24,144.22,30.29,16.17,Cancelada,16,32,9,338.06,265,Tristán,Báez,melchor01@example.org,+34886217206,VIP,Activo,32,Tal,Baja vista conciencia afirmó desde precio público.,338.06,476,Disponible,3042.54,3535.34,2025-08,2025,8,Tristán Báez
17,209,2025-04-22,998.72,209.73,6.35,Pendiente,17,198,6,106.66,209,Lina,Escolano,mcriado@example.net,+34922236511,Premium,Inactivo,198,Cómo,Aunque larga empresa capital natural serán encontrar.,106.66,300,Agotado,639.96,3376.0,2025-04,2025,4,Lina Escolano
17,209,2025-04-22,998.72,209.73,6.35,Pendiente,17,22,2,359.18,209,Lina,Escolano,mcriado@example.net,+34922236511,Premium,Inactivo,22,Cuales,Fútbol especial luz especie sangre acerca.,359.18,37,Disponible,718.36,3376.0,2025-04,2025,4,Lina Escolano
17,209,2025-04-22,998.72,209.73,6.35,Pendiente,17,172,8,252.21,209,Lina,Escolano,mcriado@example.net,+34922236511,Premium,Inactivo,172,Cómo,Afirmó economía miedo buenos.,252.21,215,Agotado,2017.68,3376.0,2025-04,2025,4,Lina Escolano
18,246,2025-04-02,831.64,174.64,44.69,Pendiente,18,96,3,393.9,246,Ignacia,Ferrera,csanmiguel@example.net,+34828 13 44 44,Premium,Inactivo,96,Según,Diez mis ii le habían.,393.9,109,Agotado,1181.6999999999998,7321.73,2025-04,2025,4,Ignacia Ferrera
18,246,2025-04-02,831.64,174.64,44.69,Pendiente,18,49,5,314.87,246,Ignacia,Ferrera,csanmiguel@example.net,+34828 13 44 44,Premium,Inactivo,49,Alrededor,Julio precios viaje donde aún.,314.87,376,Disponible,1574.35,7321.73,2025-04,2025,4,Ignacia Ferrera
18,246,2025-04-02,831.64,174.64,44.69,Pendiente,18,186,4,297.18,246,Ignacia,Ferrera,csanmiguel@example.net,+34828 13 44 44,Premium,Inactivo,186,Ante,Obstante ni cuales santa piel ser.,297.18,176,Agotado,1188.72,7321.73,2025-04,2025,4,Ignacia Ferrera
18,246,2025-04-02,831.64,174.64,44.69,Pendiente,18,40,4,214.5,246,Ignacia,Ferrera,csanmiguel@example.net,+34828 13 44 44,Premium,Inactivo,40,Tan,Cultura no vista calidad cantidad posibilidad vio social.,214.5,472,Agotado,858.0,7321.73,2025-04,2025,4,Ignacia Ferrera
18,246,2025-04-02,831.64,174.64,44.69,Pendiente,18,49,8,314.87,246,Ignacia,Ferrera,csanmiguel@example.net,+34828 13 44 44,Premium,Inactivo,49,Alrededor,Julio precios viaje donde aún.,314.87,376,Disponible,2518.96,7321.73,2025-04,2025,4,Ignacia Ferrera
19,171,2025-05-18,814.38,171.02,10.92,Pendiente,19,62,6,81.23,171,Remedios,Matas,jovecristian@example.net,+34 842657239,VIP,Activo,62,Quien,Humana único el electoral equipo.,81.23,334,Disponible,487.38,2941.9300000000003,2025-05,2025,5,Remedios Matas
19,171,2025-05-18,814.38,171.02,10.92,Pendiente,19,128,5,490.91,171,Remedios,Matas,jovecristian@example.net,+34 842657239,VIP,Activo,128,Le,Mirada entonces pie.,490.91,305,Disponible,2454.55,2941.9300000000003,2025-05,2025,5,Remedios Matas
20,98,2025-05-31,106.53,22.37,65.34,Pagada,20,187,7,226.76,98,Áurea,Vigil,tsotelo@example.net,+34 926 788 458,Regular,Inactivo,187,Papel,Mientras existencia cabo presente segunda pone.,226.76,286,Disponible,1587.32,11468.8,2025-05,2025,5,Áurea Vigil
20,98,2025-05-31,106.53,22.37,65.34,Pagada,20,132,4,365.29,98,Áurea,Vigil,tsotelo@example.net,+34 926 788 458,Regular,Inactivo,132,Sala,Primera parte tomar las.,365.29,480,Disponible,1461.16,11468.8,2025-05,2025,5,Áurea Vigil
20,98,2025-05-31,106.53,22.37,65.34,Pagada,20,35,7,251.74,98,Áurea,Vigil,tsotelo@example.net,+34 926 788 458,Regular,Inactivo,35,Igual,Carta haciendo hermano muerto dejó hijo da sistemas.,251.74,135,Agotado,1762.18,11468.8,2025-05,2025,5,Áurea Vigil
20,98,2025-05-31,106.53,22.37,65.34,Pagada,20,165,10,346.73,98,Áurea,Vigil,tsotelo@example.net,+34 926 788 458,Regular,Inactivo,165,Estuvo,Número ella general conseguir mar poco mismos.,346.73,41,Agotado,3467.3,11468.8,2025-05,2025,5,Áurea Vigil
20,98,2025-05-31,106.53,22.37,65.34,Pagada,20,197,1,145.21,98,Áurea,Vigil,tsotelo@example.net,+34 926 788 458,Regular,Inactivo,197,Universidad,Han también cámara pasa.,145.21,50,Disponible,145.21,11468.8,2025-05,2025,5,Áurea Vigil
20,98,2025-05-31,106.53,22.37,65.34,Pagada,20,100,7,435.09,98,Áurea,Vigil,tsotelo@example.net,+34 926 788 458,Regular,Inactivo,100,Especial,Son sociales violencia.,435.09,159,Agotado,3045.6299999999997,11468.8,2025-05,2025,5,Áurea Vigil
21,286,2025-10-26,1236.73,259.71,37.92,Pendiente,21,19,10,19.03,286,Cecilio,Roldan,llloret@example.org,+34 981 209 202,Premium,Activo,19,Pasa,Director algunas particular difícil persona.,19.03,406,Disponible,190.3,482.24,2025-10,2025,10,Cecilio Roldan
21,286,2025-10-26,1236.73,259.71,37.92,Pendiente,21,59,3,12.15,286,Cecilio,Roldan,llloret@example.org,+34 981 209 202,Premium,Activo,59,Tarde,Quedó sé todavía flores.,12.15,111,Disponible,36.45,482.24,2025-10,2025,10,Cecilio Roldan
21,286,2025-10-26,1236.73,259.71,37.92,Pendiente,21,64,1,255.49,286,Cecilio,Roldan,llloret@example.org,+34 981 209 202,Premium,Activo,64,Consejo,Área lleva ejército vamos oro niños.,255.49,391,Agotado,255.49,482.24,2025-10,2025,10,Cecilio Roldan
22,156,2026-01-09,237.99,49.98,81.46,Cancelada,22,166,4,308.83,156,Angélica,Torrens,lgaliano@example.net,+34985 56 05 93,Regular,Inactivo,166,Deja,Favor negro siete gobierno construcción estuvo quiere éste.,308.83,67,Agotado,1235.32,6644.27,2026-01,2026,1,Angélica Torrens
22,156,2026-01-09,237.99,49.98,81.46,Cancelada,22,170,2,350.15,156,Angélica,Torrens,lgaliano@example.net,+34985 56 05 93,Regular,Inactivo,170,Antes,Posibilidad usted ese dice deja partido jamás.,350.15,182,Agotado,700.3,6644.27,2026-01,2026,1,Angélica Torrens
22,156,2026-01-09,237.99,49.98,81.46,Cancelada,22,123,6,40.58,156,Angélica,Torrens,lgaliano@example.net,+34985 56 05 93,Regular,Inactivo,123,Tipo,Fiscal especialmente mañana vuelve evitar.,40.58,457,Disponible,243.48,6644.27,2026-01,2026,1,Angélica Torrens
22,156,2026-01-09,237.99,49.98,81.46,Cancelada,22,46,9,496.13,156,Angélica,Torrens,lgaliano@example.net,+34985 56 05 93,Regular,Inactivo,46,Joven,Tarde sala experiencia igual noche actividades rey.,496.13,304,Disponible,4465.17,6644.27,2026-01,2026,1,Angélica Torrens
23,74,2025-04-10,898.48,188.68,57.4,Cancelada,23,132,8,365.29,74,Fabián,Estévez,ylillo@example.net,+34862 244 934,VIP,Inactivo,132,Sala,Primera parte tomar las.,365.29,480,Disponible,2922.32,10291.919999999998,2025-04,2025,4,Fabián Estévez
23,74,2025-04-10,898.48,188.68,57.4,Cancelada,23,43,5,233.73,74,Fabián,Estévez,ylillo@example.net,+34862 244 934,VIP,Inactivo,43,Horas,Título total abril vez.,233.73,404,Disponible,1168.6499999999999,10291.919999999998,2025-04,2025,4,Fabián Estévez
23,74,2025-04-10,898.48,188.68,57.4,Cancelada,23,81,4,140.1,74,Fabián,Estévez,ylillo@example.net,+34862 244 934,VIP,Inactivo,81,Joven,Centros españoles valor lleva bueno habrá.,140.1,414,Agotado,560.4,10291.919999999998,2025-04,2025,4,Fabián Estévez
23,74,2025-04-10,898.48,188.68,57.4,Cancelada,23,108,6,345.71,74,Fabián,Estévez,ylillo@example.net,+34862 244 934,VIP,Inactivo,108,Pedro,Veces santiago casos principales.,345.71,137,Disponible,2074.2599999999998,10291.919999999998,2025-04,2025,4,Fabián Estévez
23,74,2025-04-10,898.48,188.68,57.4,Cancelada,23,180,9,65.61,74,Fabián,Estévez,ylillo@example.net,+34862 244 934,VIP,Inactivo,180,Producto,Música socialista acuerdo hizo edad.,65.61,395,Agotado,590.49,10291.919999999998,2025-04,2025,4,Fabián Estévez
23,74,2025-04-10,898.48,188.68,57.4,Cancelada,23,88,10,297.58,74,Fabián,Estévez,ylillo@example.net,+34862 244 934,VIP,Inactivo,88,Ahora,Decir fútbol final tengo empresas.,297.58,211,Disponible,2975.7999999999997,10291.919999999998,2025-04,2025,4,Fabián Estévez
24,225,2025-04-13,1233.99,259.14,46.77,Pendiente,24,100,8,435.09,225,Bárbara,Jara,piasalmeron@example.org,+34 911 33 03 85,Regular,Inactivo,100,Especial,Son sociales violencia.,435.09,159,Agotado,3480.72,4929.37,2025-04,2025,4,Bárbara Jara
24,225,2025-04-13,1233.99,259.14,46.77,Pendiente,24,91,7,206.95,225,Bárbara,Jara,piasalmeron@example.org,+34 911 33 03 85,Regular,Inactivo,91,España,Industria estoy hora gonzález madre.,206.95,474,Disponible,1448.6499999999999,4929.37,2025-04,2025,4,Bárbara Jara
25,215,2025-07-19,531.35,111.58,33.05,Pagada,25,128,1,490.91,215,Julieta,Herranz,cristina92@example.org,+34 853759121,Premium,Inactivo,128,Le,Mirada entonces pie.,490.91,305,Disponible,490.91,10354.69,2025-07,2025,7,Julieta Herranz
25,215,2025-07-19,531.35,111.58,33.05,Pagada,25,113,2,386.97,215,Julieta,Herranz,cristina92@example.org,+34 853759121,Premium,Inactivo,113,Mundo,Explicó sé niño proyectos decir desde lo.,386.97,413,Agotado,773.94,10354.69,2025-07,2025,7,Julieta Herranz
25,215,2025-07-19,531.35,111.58,33.05,Pagada,25,76,10,379.02,215,Julieta,Herranz,cristina92@example.org,+34 853759121,Premium,Inactivo,76,Había,Suelo orden victoria precio.,379.02,239,Disponible,3790.2,10354.69,2025-07,2025,7,Julieta Herranz
